"Accession","Peptides used for quantitation","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","proteome_1_ID","Short_description","Curator_summary","gene_name"
"AT4G37930.1",4,438913.333333333,139902.5,237621.5,0.318747436851618,0.541385922809362,0.997899310879175,0.998672636536417,61,"serine transhydroxymethyltransferase 1","Encodes a protein with mitochondrial serine hydroxymethyltransferase activity, which functions in the photorespiratory pathway, catalyzes the conversion of serine and tetrahydrofolate to glycine and 5,10-methylene tetrahydrofolate.  Involved in controlling cell damage caused by abiotic stress, such as high light and salt and the hypersensitive defense response of plants.","serine transhydroxymethyltransferase 1 (SHM1)"
"AT5G26780.1",4,438913.333333333,139902.5,237621.5,0.318747436851618,0.541385922809362,0.997899310879175,0.998672636536417,61,"serine hydroxymethyltransferase 2","Encodes a protein with serine hydroxymethyltransferase activity which is thought to be localized in the mitochondrial matrix. SHM2 expression fails to rescue the conditional lethal phenotype of the shm1-1 mutant, defective in SHM1.","serine hydroxymethyltransferase 2 (SHM2)"
"AT1G09310.1",4,125674.666666667,240212.75,217451.25,1.91138561470888,1.73027114984722,0.0645266348680942,0.0159017874969041,62,"Protein of unknown function, DUF538","","Protein of unknown function, DUF538"
"AT1G56580.1",4,125674.666666667,240212.75,217451.25,1.91138561470888,1.73027114984722,0.0645266348680942,0.0159017874969041,62,"Protein of unknown function, DUF538","Encodes SMALLER WITH VARIABLE BRANCHES (SVB), a protein with a conserved domain of unknown function (DUF538).  The trichomes of the SVB mutants are smaller and exhibit branches of variable length and number.","SMALLER WITH VARIABLE BRANCHES (SVB)"
"AT3G12780.1",4,982984.666666667,1199253,654802,1.2200119093075,0.6661365351918,0.284581779607784,0.956962785080387,63,"phosphoglycerate kinase 1","nuclear phosphoglycerate kinase (PGK1)","phosphoglycerate kinase 1 (PGK1)"
"AT5G64120.1",4,150811,116429,165797.25,0.772019282413087,1.09937106709723,0.739569166575012,0.348205968434539,64,"Peroxidase superfamily protein","encodes a cell wall bound peroxidase that is induced by hypo-osmolarity","Peroxidase superfamily protein"
"AT5G36700.1",4,1352320.33333333,1256886.25,1154076.25,0.929429380760624,0.85340449415215,0.63525926455319,0.757586315086298,65,"2-phosphoglycolate phosphatase 1","","2-phosphoglycolate phosphatase 1 (PGLP1)"
"AT5G54770.1",3,2935313,245919,44490.5,0.0837794810979272,0.0151569866654766,0.999337514996656,0.999034953374128,66,"thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)","Encodes a thiamine biosynthetic gene that has a dual function in thiamine biosynthesis and mitochondrial DNA damage tolerance. It appears to be involved in producing the thiazole portion of thiamine (vitamin B1). A crystal structure of the protein reveals that it forms a 2-ring homo-octamer.","THI1"
"AT3G53420.1",3,9818377.33333333,576279.25,664075.5,0.0586939399898123,0.0676359725700771,0.981587368873695,0.981273203953005,67,"plasma membrane intrinsic protein 2A","a member of the plasma membrane intrinsic protein subfamily PIP2. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed specifically in the vascular bundles and protein level increases slightly during leaf dev.   When expressed in yeast cells can conduct hydrogen peroxide into those cells.","plasma membrane intrinsic protein 2A (PIP2A)"
"AT4G02510.1",3,906889.333333333,100572.75,28524,0.110898591816422,0.03145256973655,0.980111551650326,0.983107204511487,68,"translocon at the outer envelope membrane of chloroplasts 159","An integral membrane GTPase that functions as a transit-sequence receptor required for the import of proteins necessary for chloroplast biogenesis. Located in the outer chloroplast membrane. Phosphorylation of the G-domains regulate translocon assembly.","translocon at the outer envelope membrane of chloroplasts 159 (TOC159)"
"AT2G34790.1",3,515558,395352.5,29356.75,0.76684388565399,0.0569417020005509,0.848083709233241,0.989231341931926,69,"FAD-binding Berberine family protein","","MATERNAL EFFECT EMBRYO ARREST 23 (MEE23)"
"AT1G23820.1",3,645394.333333333,115763,25382.5,0.179367859339742,0.039328668829341,0.981050483206634,0.984479252591472,70,"spermidine synthase 1","Spermidine synthase.","spermidine synthase 1 (SPDS1)"
"AT1G23820.2",3,645394.333333333,115763,25382.5,0.179367859339742,0.039328668829341,0.981050483206634,0.984479252591472,70,"spermidine synthase 1","Spermidine synthase.","spermidine synthase 1 (SPDS1)"
"AT1G07920.1",3,2608273,150230.25,95929.75,0.0575975942702317,0.0367790296491203,0.96462086823233,0.965937675518187,71,"GTP binding Elongation factor Tu family protein","","GTP binding Elongation factor Tu family protein"
"AT5G60390.2",3,2608273,150230.25,95929.75,0.0575975942702317,0.0367790296491203,0.96462086823233,0.965937675518187,71,"GTP binding Elongation factor Tu family protein","","GTP binding Elongation factor Tu family protein"
"AT1G78300.1",3,2303297,534013.75,243589,0.231847542891776,0.105756660995087,0.999525796625117,0.999601074542309,72,"general regulatory factor 2","G-box binding factor GF14 omega encoding a 14-3-3 protein","general regulatory factor 2 (GRF2)"
"AT2G38870.1",3,31662.3333333333,23616.75,376637,0.745894174992367,11.8954277953825,0.89119546860575,0.00401100766176813,73,"Serine protease inhibitor, potato inhibitor I-type family protein","Predicted to encode a PR (pathogenesis-related) peptide that belongs to the PR-6 proteinase inhibitor family.  Six putative PR-6-type protein encoding genes are found in Arabidopsis: At2g38900, At2g38870, At5g43570, At5g43580, At3g50020 and At3g46860.","Serine protease inhibitor, potato inhibitor I-type family protein"
"AT2G44920.2",3,51076.6666666667,662116.25,949177.5,12.9631844286367,18.5833877178098,0.00564648394372943,0.00085805770368027,74,"Tetratricopeptide repeat (TPR)-like superfamily protein","","Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT2G44920.1",3,51076.6666666667,662116.25,949177.5,12.9631844286367,18.5833877178098,0.00564648394372943,0.00085805770368027,74,"Tetratricopeptide repeat (TPR)-like superfamily protein","","Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT3G53970.1",3,6768,63787.5,91000.5,9.4248670212766,13.4457003546099,0.00822281349684857,0.00118745831221771,75,"proteasome inhibitor-related","","proteasome inhibitor-related"
"AT1G45145.1",3,797354,40234,740534.5,0.0504593944471339,0.928739932326169,0.962887229756413,0.580734583287811,76,"thioredoxin H-type 5","encodes a cytosolic thioredoxin that reduces disulfide bridges of target proteins by the reversible formation of a disulfide bridge between two neighboring Cys residues present in the active site. Thioredoxins have been found to regulate a variety of biological reactions in prokaryotic and eukaryotic cells.","thioredoxin H-type 5 (TRX5)"
"AT1G20340.1",3,1566864.66666667,4558601.75,26168060.5,2.90937810200158,16.7009066300982,0.0240797988065884,5.59041046440991e-06,77,"Cupredoxin superfamily protein","recombination and DNA-damage resistance protein (DRT112)  One of two Arabidopsis plastocyanin genes. Predominant form, expressed 10x higher than PETE1. PETE2 is thought to be post-transcriptionally regulated via copper accumulation and is involved in copper homeostasis.","DNA-DAMAGE-REPAIR/TOLERATION PROTEIN 112 (DRT112)"
"AT4G24190.1",3,469731.666666667,41430,38867.5,0.0881992910846263,0.0827440489073549,0.968600846826888,0.969127304292459,78,"Chaperone protein htpG family protein","encodes an ortholog of GRP94, an ER-resident HSP90-like protein and is involved in regulation of meristem size and organization. Single and double mutant analyses suggest that SHD may be required for the correct folding and/or complex formation of CLV proteins. Lines carrying recessive mutations in this locus exhibits expanded shoot meristems, disorganized root meristems, and defective pollen tube elongation. Transcript is detected in all tissues examined and is not induced by heat.  Endoplasmin supports the protein secretory pathway and has a role in proliferating tissues.","SHEPHERD (SHD)"
"AT5G40370.1",3,152823.666666667,1670146.25,1286522,10.9285838144615,8.41834270869913,0.00377999054528956,0.00298397113850405,79,"Glutaredoxin family protein","","Glutaredoxin family protein"
"AT5G40370.2",3,152823.666666667,1670146.25,1286522,10.9285838144615,8.41834270869913,0.00377999054528956,0.00298397113850405,79,"Glutaredoxin family protein","","Glutaredoxin family protein"
"AT1G62660.1",3,709780,111677.5,35658.5,0.157341007072614,0.0502388063907126,0.999991046243894,0.999689332047883,80,"Glycosyl hydrolases family 32 protein","","Glycosyl hydrolases family 32 protein"
"AT3G50820.1",3,4639,31354.5,265817.75,6.75889200258676,57.3006574692822,0.0199588173125098,0.00153311918367997,81,"photosystem II subunit O-2","Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In <i>Arabidopsis thaliana</i> the PsbO proteins are encoded by two genes: <i>psbO1</i> and <i>psbO2</i>. PsbO2 is the minor isoform in the wild-type. Mutants defective in this gene have been shown to be affected in the dephosphorylation of the D1 protein of PSII.","photosystem II subunit O-2 (PSBO2)"
"AT4G23600.1",3,170402.333333333,801860,82755.75,4.70568673746643,0.485649159733728,0.0183996161515459,0.994123523403943,82,"Tyrosine transaminase family protein","Encodes cystine lyase which is expected to be involved in amino acid metabolism, providing the plant with cysteine and the generation of precursors of ethylene biosynthesis.  mRNA levels are elevated in response to wounding.","CORONATINE INDUCED 1 (CORI3)"
"AT2G14610.1",3,112715.666666667,540204.75,1378529,4.79263234628727,12.2301454692782,0.00952685228171832,0.00100862517995215,83,"pathogenesis-related gene 1","PR1 gene expression is induced in response to a variety of pathogens. It is a useful molecular marker for the SAR response.  Though the Genbank record for the cDNA associated to this gene is called 'PR-1-like', the sequence  actually corresponds to PR1.  Expression of this gene is salicylic-acid responsive.","pathogenesis-related gene 1 (PR1)"
"AT4G38740.1",3,92563.3333333333,353187.75,53889.75,3.81563344016709,0.582193273074291,0.00402595008828538,0.909859431778575,84,"rotamase CYP 1","Encodes cytosolic cyclophilin ROC1.","rotamase CYP 1 (ROC1)"
"AT2G21130.1",3,92563.3333333333,353187.75,53889.75,3.81563344016709,0.582193273074291,0.00402595008828538,0.909859431778575,84,"Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein"
"AT3G16950.1",3,236960.666666667,334191.75,996718.25,1.41032583466736,4.20626032168489,0.127913887371702,0.000580678053891413,85,"lipoamide dehydrogenase 1","encodes a plastid lipoamide dehydrogenase, subunit of the pyruvate dehydrogenase complex which provides acetyl-CoA for de novo fatty acid biosynthesis. The gene is highly expressed in developing seeds.","lipoamide dehydrogenase 1 (LPD1)"
"AT5G07440.1",3,4233099.66666667,1246699,820499,0.294512082911033,0.193829360187519,0.9969755878677,0.995288923647806,86,"glutamate dehydrogenase 2","Encodes the beta-subunit of the glutamate dehydrogenase. The enzyme is almost exclusively found in the mitochondria of stem and leaf companion cells.","glutamate dehydrogenase 2 (GDH2)"
"AT5G07440.3",3,4233099.66666667,1246699,820499,0.294512082911033,0.193829360187519,0.9969755878677,0.995288923647806,86,"glutamate dehydrogenase 2","Encodes the alpha-subunit of the glutamate dehydrogenase. The enzyme is almost exclusively found in the mitochondria of stem and leaf companion cells.","glutamate dehydrogenase 2 (GDH2)"
"AT2G32240.1",3,179860.666666667,31808,37826.5,0.176848004566498,0.210310017754484,0.989530622475,0.985957161381895,87,"","","FUNCTIONS IN: molecular_function unknown"
"AT2G44060.1",3,11088.3333333333,20098.25,44238,1.81255824440102,3.98959867728844,0.00589455182512056,0.00712556672958343,88,"Late embryogenesis abundant protein, group 2","","Late embryogenesis abundant protein, group 2"
"AT5G28540.1",3,438406.666666667,167030,157871.75,0.380993293897599,0.360103442770031,0.991374856491832,0.995809678176511,89,"heat shock protein 70 (Hsp 70) family protein","Encodes the luminal binding protein BiP, an ER-localized member of the HSP70 family.  BiP is composed of an N-terminal ATP binding domain and a C-terminal domain that binds to hydrophobic patches on improperly/incompletely folded proteins in an ATP-dependent manner. Involved in polar nuclei fusion during proliferation of endosperm nuclei.","BIP1"
"AT4G37530.1",3,31007.3333333333,21113.25,95222.75,0.680911504805315,3.07097514566447,0.880006911206213,0.000361392151258369,90,"Peroxidase superfamily protein","","Peroxidase superfamily protein"
"AT2G28000.1",3,1182274.66666667,238020.25,136273.25,0.201323987319359,0.115263613305876,0.999243964765495,0.997286192967431,91,"chaperonin-60alpha","Encodes chaperonin-60 alpha, a molecular chaperone involved in Rubisco folding.  Mutants display aberrant chloroplast and embryo development.","chaperonin-60alpha (CPN60A)"
"AT1G80380.1",3,5457.66666666667,196775.25,21557,36.0548311244121,3.94985647101936,0.039561992366456,0.0248275530130025,92,"P-loop containing nucleoside triphosphate hydrolases superfamily protein","encodes a glycerate kinase which catalyzes the last step of photorespiration C2 cycle.","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT4G39260.1",3,2070711.33333333,1222004.25,246527.5,0.590137422985403,0.119054498824398,0.88880194579097,0.972978076509785,93,"cold, circadian rhythm, and RNA binding 1","Encodes a glycine-rich protein with RNA binding domain at the N-terminus. Protein is structurally similar to proteins induced by stress in other plants. Gene expression is induced by cold. Transcript undergoes circadian oscillations that is depressed by overexpression of AtGRP7.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase).","cold, circadian rhythm, and RNA binding 1 (CCR1)"
"AT4G39260.2",3,2070711.33333333,1222004.25,246527.5,0.590137422985403,0.119054498824398,0.88880194579097,0.972978076509785,93,"cold, circadian rhythm, and RNA binding 1","Encodes a glycine-rich protein with RNA binding domain at the N-terminus. Protein is structurally similar to proteins induced by stress in other plants. Gene expression is induced by cold. Transcript undergoes circadian oscillations that is depressed by overexpression of AtGRP7.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase).","cold, circadian rhythm, and RNA binding 1 (CCR1)"
"AT3G20390.1",3,2364198.66666667,1378194.5,914673,0.582943607672,0.386884999512167,0.999539342148442,0.999674423719788,94,"endoribonuclease L-PSP family protein","","endoribonuclease L-PSP family protein"
"AT5G12040.1",3,182093.666666667,318707.5,38145.25,1.75023934568473,0.20948147565081,0.125995857336461,0.999964390473919,95,"Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein","","Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein"
